node_name,node_type,node_position,parent,weight
danielwrobert,developer,871.775000078302|-775.4352864157847|-893.7330045270792,woocommerce/woocommerce-blocks,16.3
tarunvijwani,developer,1256.3301107371421|-865.7797814854102|-1159.6726752111995,woocommerce/woocommerce-blocks,15.4
ralucaStan,developer,1202.5962800732152|-969.5095433116012|-931.5813194448565,woocommerce/woocommerce-blocks,15.29
DAreRodz,developer,912.3823260309134|-713.3386899756467|-751.4318880009041,woocommerce/woocommerce-blocks,13.35
luisherranz,developer,1296.7173789718754|-701.334444244525|-760.1427209343278,woocommerce/woocommerce-blocks,12.39
tarhi-saad,developer,956.0940992201378|-893.8225035553781|-953.852429267904,woocommerce/woocommerce-blocks,11.4
tomxygen,developer,801.3954904905424|-1001.7512257287372|-895.4314899282381,woocommerce/woocommerce-blocks,10.93
webaxones,developer,1195.0457273307468|-907.9777842886081|-911.1187325714412,woocommerce/woocommerce-blocks,9.42
asafm7,developer,1037.559960280514|-632.4470676381242|-1238.0841044372996,woocommerce/woocommerce-blocks,9.4
pmcpinto,developer,1094.8850253394116|-555.9803675918497|-1101.5324144254146,woocommerce/woocommerce-blocks,9.25
masteradhoc,developer,845.2646971805168|-828.2377189265363|-1251.2628063204345,woocommerce/woocommerce-blocks,8.74
Sadaf-A,developer,1094.1897726978827|-935.1724888238175|-1190.4104564991353,woocommerce/woocommerce-blocks,8.48
shaunandrews,developer,1199.907554883493|-627.5470306118481|-856.2632985959785,woocommerce/woocommerce-blocks,8.05
WordPress/WordPress,repo,-642.9616469412183|709.1609589092873|886.9262816639321,,0.93
soheilkhosrvi,developer,-461.37781356778095|416.38193982365965|903.8420395450541,WordPress/WordPress,2
seatekgit,developer,-540.3765149299063|645.2447841951506|1131.1978333894003,WordPress/WordPress,2
arpitjaswal,developer,-383.2707729753048|557.6453997100306|916.6239638197311,WordPress/WordPress,1.73
zombie223,developer,-641.5806921960095|828.4695098043657|625.4651952581701,WordPress/WordPress,1.73
parjunreddy77,developer,-759.8181354793255|554.8865970488931|823.9329276991613,WordPress/WordPress,1.73
dilipom13,developer,-600.6165596874964|587.6203285211423|905.3931512152701,WordPress/WordPress,1.73
szymon-go,developer,-692.3836667942347|765.6365964380626|805.6562680579245,WordPress/WordPress,1.73
samykhalil,developer,-750.9656268077456|531.3931016001382|895.3342444789648,WordPress/WordPress,1.73
juan-987654321,developer,-405.25293407262245|810.7029260938389|1024.5002522320488,WordPress/WordPress,1.73
theayushshinde,developer,-407.3502790878425|435.98919735303446|1105.7512620389566,WordPress/WordPress,1.73
nugrahaindie,developer,-691.9920378198044|882.0026794387347|719.7618505510737,WordPress/WordPress,1.73
svanlaere,developer,-661.214227403566|658.4323609974862|644.456916122024,WordPress/WordPress,1.73
geekswagg,developer,-805.042063061298|659.6033084092555|866.5843804196073,WordPress/WordPress,1.73
mujuonly,developer,-493.4822437472557|546.6114890605425|729.3145195594295,WordPress/WordPress,1.73
manchumahara,developer,-485.2462967067404|927.4077631433607|695.146885440206,WordPress/WordPress,1.73
BrookeDot,developer,-441.53117319725413|843.2728567395395|1056.9590761394072,WordPress/WordPress,1.73
worldcoin/developer-portal,repo,153.9232939710232|-85.62245911616515|-1069.764887665595,,8.69
igorosip0v,developer,404.62895061646566|-171.15003053074608|-956.5927102671145,worldcoin/developer-portal,10.85
denis-ottofeller,developer,-5.290641238031583|105.53377430555702|-1120.532659238267,worldcoin/developer-portal,9.5
0xPenryn,developer,0.43531262414572325|197.0037086325426|-1358.057964815434,worldcoin/developer-portal,8.67
maxpetretta,developer,379.6838799685895|-225.27614650364671|-1323.904745085384,worldcoin/developer-portal,7.54
m1guelpf,developer,199.49514042898477|-235.935663987872|-1343.2662386687657,worldcoin/developer-portal,6.32
michaelfurutin,developer,228.13966811830744|-353.1049360385347|-926.5750266748752,worldcoin/developer-portal,3.97
paolodamico,developer,99.27362065283276|-31.837504228333955|-1086.7972249305476,worldcoin/developer-portal,2.83
AGMETEOR,developer,205.437664894372|-251.9334714909512|-1249.3576316327108,worldcoin/developer-portal,2.65
lukejmann,developer,63.60881238216615|-258.08153193964824|-1260.600834473485,worldcoin/developer-portal,2.65
chrislondon,developer,340.2119197506207|-42.66849334608594|-842.2639995859982,worldcoin/developer-portal,1.41
wxFormBuilder/wxFormBuilder,repo,-1045.0883042624218|1402.0819099940468|-196.82977840749527,,1.92
sodevel,developer,-765.3235654140857|1665.1836448886397|-11.163476101961294,wxFormBuilder/wxFormBuilder,5.7
davidgiven,developer,-1097.5268910361792|1406.6902935801272|-473.40674979341134,wxFormBuilder/wxFormBuilder,3.46
ONLYA,developer,-1279.6070858841372|1384.2732803677866|-186.24622972071012,wxFormBuilder/wxFormBuilder,3.16
zetab007,developer,-977.4095894188406|1283.6424435634904|-209.22327621716954,wxFormBuilder/wxFormBuilder,2.73
Micheus,developer,-1102.5777839253642|1343.4139045172058|-294.84450656110016,wxFormBuilder/wxFormBuilder,2
MaxEl3ven,developer,-1058.9349342738212|1246.352617520704|-465.4770209458697,wxFormBuilder/wxFormBuilder,1
stockstock2006,developer,-920.3326146745246|1452.69125632053|-121.79140648775808,wxFormBuilder/wxFormBuilder,1
BunnySakura,developer,-899.465869903418|1249.7191094488537|-229.92423760907832,wxFormBuilder/wxFormBuilder,1
KostinPavel,developer,-960.8775508151141|1409.0642972563417|-164.29455590794635,wxFormBuilder/wxFormBuilder,1
jixunmoe,developer,-985.4557690618107|1338.7969567102236|-416.47813971208024,wxFormBuilder/wxFormBuilder,1
SpareSimian,developer,-831.6086754781511|1578.7508748758949|-17.53713441718571,wxFormBuilder/wxFormBuilder,1
wxMaxima-developers/wxmaxima,repo,1036.1227583572836|-142.208988332766|-772.43166593094,,13.59
gunterkoenigsmann,developer,1067.4209152175665|-283.4819402204387|-1043.206431991683,wxMaxima-developers/wxmaxima,8.36
yurytch,developer,1067.563491771603|-36.01713648812756|-785.8324795218443,wxMaxima-developers/wxmaxima,4.87
richardgobeli,developer,938.1216800958658|-81.93328800453679|-992.7425037311766,wxMaxima-developers/wxmaxima,4.24
bllamarodri,developer,1320.5276550023548|-25.062016523711918|-534.1367258119689,wxMaxima-developers/wxmaxima,4.24
ReneSci,developer,1175.745130486061|56.03405974280457|-917.9351482856381,wxMaxima-developers/wxmaxima,2.41
daute,developer,1076.4473084319447|118.89326532885161|-839.0675764949867,wxMaxima-developers/wxmaxima,2.41
OlesyaGerasimenko,developer,1329.108463474121|100.71685721352605|-857.0969343869609,wxMaxima-developers/wxmaxima,2.24
LP314159,developer,1258.4823087760906|84.51649145174247|-1068.3615664092881,wxMaxima-developers/wxmaxima,1.73
jhkaiser,developer,1206.0419912982106|-295.5936796563047|-939.7367297561145,wxMaxima-developers/wxmaxima,1.73
ng0177,developer,942.964829902472|40.553471810226256|-515.6109482643359,wxMaxima-developers/wxmaxima,1.73
ryandesign,developer,1134.8602226774146|7.473361606691697|-658.7483287549398,wxMaxima-developers/wxmaxima,1.73
chenrui333,developer,1187.76607839206|-206.43047622533655|-925.7073268443614,wxMaxima-developers/wxmaxima,1.41
pietrogualla,developer,804.8681076263863|-110.65146996961715|-1012.0734846351671,wxMaxima-developers/wxmaxima,1.41
mlomonaco,developer,1328.9676236930666|-225.18725102781056|-722.5050699837432,wxMaxima-developers/wxmaxima,1.41
irokach,developer,1054.8323438334564|83.89360176428727|-602.0904620551274,wxMaxima-developers/wxmaxima,1.41
murakamiriyugi,developer,1187.2067668570771|-362.28665672675675|-723.637402914032,wxMaxima-developers/wxmaxima,1.41
wiesiwies,developer,1025.7511850832088|46.200404979440464|-687.9750463995833,wxMaxima-developers/wxmaxima,1
Famondir,developer,751.7170392663322|-27.734526148816713|-885.2766927863746,wxMaxima-developers/wxmaxima,1
hugodiniz,developer,1334.6982349992304|-39.133037611310044|-905.7956413884446,wxMaxima-developers/wxmaxima,1
etn-63827,developer,945.3984612064737|-369.9672838173122|-771.6096547964576,wxMaxima-developers/wxmaxima,1
idealkindom,developer,1244.0002484247213|69.88439429902223|-565.866089662761,wxMaxima-developers/wxmaxima,1
AntonioDA2004,developer,755.0366195403743|-122.99384024334017|-1012.8393713317275,wxMaxima-developers/wxmaxima,1
DongeunPaeng,developer,919.1365628569918|120.83171964039104|-609.2276546602616,wxMaxima-developers/wxmaxima,1
Stargate38,developer,869.9095922790797|-326.38636253619825|-851.026375182624,wxMaxima-developers/wxmaxima,1
wxWidgets/wxWidgets,repo,-60.10469873813804|-250.78683525240854|-631.5498876950111,,39.21
vadz,developer,-312.59818497808476|-32.08176493473536|-640.4644843904638,wxWidgets/wxWidgets,50.34
sz5000,developer,-82.27865241398996|-213.07413593906233|-653.9823505492936,wxWidgets/wxWidgets,12.95
BrianNixon,developer,-279.19990736626767|-352.51038868179614|-631.0559284292281,wxWidgets/wxWidgets,11.6
swt2c,developer,-139.49705169448973|-329.9010690023395|-551.2463442734327,wxWidgets/wxWidgets,11.51
MaartenBent,developer,-149.58989921329655|-121.14547356204031|-841.0335614224366,wxWidgets/wxWidgets,10.77
PBfordev,developer,-251.47887091815204|27.065588014474997|-374.96459587896686,wxWidgets/wxWidgets,10.27
mcorino,developer,-210.11944703525893|41.362005516265526|-619.2916396602408,wxWidgets/wxWidgets,9.31
taler21,developer,-201.32156284107577|-369.15975814128603|-568.2098740410966,wxWidgets/wxWidgets,9.14
csomor,developer,-10.811941678123901|-525.5380469894219|-706.5587431276393,wxWidgets/wxWidgets,9.07
Apteryks,developer,-76.58680919305891|-367.83716314529255|-719.4864233062318,wxWidgets/wxWidgets,8.73
oneeyeman1,developer,21.403960954794684|-55.81550616735137|-394.7897122521956,wxWidgets/wxWidgets,8.65
imciner2,developer,172.8141405986628|-132.3391508320854|-520.2877080185577,wxWidgets/wxWidgets,8.05
utelle,developer,195.03371346240397|-293.2284513500399|-555.5625826791195,wxWidgets/wxWidgets,7.74
lanurmi,developer,46.19340585523173|-79.91637499643065|-903.3550445317597,wxWidgets/wxWidgets,7.59
Rezakarimi66,developer,-155.1698960981951|-37.57010328187823|-662.4065113418567,wxWidgets/wxWidgets,7.54
kfsone,developer,-238.88961081709792|-329.49016755353944|-907.2858117943761,wxWidgets/wxWidgets,7.4
marekr,developer,-72.2135849467108|46.04704274421283|-692.9791109398653,wxWidgets/wxWidgets,7.34
unxed,developer,203.07696870769962|-95.02202311829217|-606.3031663142674,wxWidgets/wxWidgets,7.06
asmwarrior,developer,89.47452319255109|-419.4448397969262|-776.0617696876078,wxWidgets/wxWidgets,6.65
matyalatte,developer,204.4050348845483|-246.26088120670607|-761.94725327971,wxWidgets/wxWidgets,6.21
GeorgyStolbovoy,developer,93.0467550340449|-62.21068059619006|-457.33621553318926,wxWidgets/wxWidgets,5.29
paulcor,developer,-225.86597986010256|-9.130506575958862|-648.1264045589968,wxWidgets/wxWidgets,5.15
hobbitdev,developer,199.90326188278937|-106.07782626396994|-583.4893597040109,wxWidgets/wxWidgets,4.73
gerard-durand,developer,-148.2901380216388|-13.400477712511929|-648.9616065907339,wxWidgets/wxWidgets,4.73
carlo-bramini,developer,-142.21960693795884|-464.02654114353805|-898.5527803657872,wxWidgets/wxWidgets,4.47
dsa-t,developer,-190.75932613517298|-385.8989932342782|-623.5278534765173,wxWidgets/wxWidgets,4.36
Upliner,developer,-18.17614714464571|-18.18270942938375|-552.8174063326628,wxWidgets/wxWidgets,4.18
markyang59,developer,-141.68726464950177|-87.98421721352634|-384.1574613907866,wxWidgets/wxWidgets,3.87
hwiesmann,developer,-66.37939270522918|-323.2806289541346|-798.4238938088585,wxWidgets/wxWidgets,3.87
dconnet,developer,-132.06850780451475|-132.98126260506768|-356.0982195554584,wxWidgets/wxWidgets,3.83
xapi-project/xen-api,repo,-818.6819883519154|-696.3062359775142|-327.8738677995609,,38.86
psafont,developer,-919.8472860768254|-489.68989528573906|-592.4138202601628,xapi-project/xen-api,41.42
gangj,developer,-973.6986180727658|-398.53637850357245|-527.6725728398865,xapi-project/xen-api,38.44
lindig,developer,-607.2709725222753|-676.5335798447661|-141.9464167139979,xapi-project/xen-api,36.69
minglumlu,developer,-761.8279521222719|-931.1041560752833|-169.91909637192379,xapi-project/xen-api,31.42
robhoes,developer,-668.4835638920425|-932.709368011308|-266.5935607381332,xapi-project/xen-api,30.86
jameshensmancitrix,developer,-538.512064087542|-812.631911791271|-586.0614663196196,xapi-project/xen-api,28.08
edwintorok,developer,-562.6727238413845|-731.0280596241635|-64.19711302145424,xapi-project/xen-api,26.17
liulinC,developer,-934.8425128221517|-639.7770377201989|-361.83834726223216,xapi-project/xen-api,14.62
DeliZhangX,developer,-849.3003412006726|-771.6372108987283|-166.42957622836934,xapi-project/xen-api,9.54
MarkSymsCtx,developer,-839.7682093125233|-706.5705540595546|-183.247249200944,xapi-project/xen-api,8.4
kc284,developer,-595.2941030087246|-477.23344045716306|-317.3674306998517,xapi-project/xen-api,8.2
benjamreis,developer,-1069.1996802879028|-971.1429329273583|-283.4618272467212,xapi-project/xen-api,6.83
mg12,developer,-983.9051669690932|-891.3253164531068|-110.79144218965348,xapi-project/xen-api,6.57
bernhardkaindl,developer,-1108.4263786776353|-849.2409927132344|-601.3269807987849,xapi-project/xen-api,6.29
YanRachel,developer,-727.8725998498685|-856.2509128284726|-202.27619695631222,xapi-project/xen-api,5.66
andyhhp,developer,-579.5469613542015|-631.5519751983027|-553.3139740925219,xapi-project/xen-api,5.24
ydirson,developer,-556.9705702136124|-990.7933646303901|-106.31934331116008,xapi-project/xen-api,4.89
danilo-delbusso,developer,-750.937673477756|-843.6628194108058|-127.8856114103724,xapi-project/xen-api,4.69
gthvn1,developer,-1056.5913169076086|-560.6241685304191|-105.13928447572732,xapi-project/xen-api,4.12
LunfanZhang,developer,-870.7928808058775|-622.9817457215447|-315.17957129471006,xapi-project/xen-api,3.87
rosslagerwall,developer,-884.1410274823056|-600.4384565630268|-210.78379134176487,xapi-project/xen-api,2.45
stormi,developer,-1052.339988876443|-632.9075245191259|-368.126184140652,xapi-project/xen-api,2
alexbrett,developer,-661.7260027992758|-938.1159437468094|-545.4825036599437,xapi-project/xen-api,2
marleyjaffe,developer,-898.6020164753058|-918.095678795521|-127.19032762403566,xapi-project/xen-api,1
julien-f,developer,-1037.721935844167|-660.1281914311337|-437.04183335436863,xapi-project/xen-api,1
johnelse,developer,-1080.5363752447897|-512.5398964039853|-570.3326122251424,xapi-project/xen-api,1
xbmc/xbmc,repo,659.4036136034447|-638.1115020809527|1251.121697121654,,94.94
CrystalP,developer,579.4330635476279|-470.17333459360566|1498.949710320248,xbmc/xbmc,44.97
thexai,developer,505.70805285365367|-493.68939174068487|1115.3407015313774,xbmc/xbmc,39.45
enen92,developer,785.4350637188414|-886.4301051296871|1126.93738670174,xbmc/xbmc,34.17
lrusak,developer,538.5382789034106|-503.5415471024776|1434.7637431222674,xbmc/xbmc,28.91
jenkins4kodi,developer,547.2819979190582|-471.6961398270896|1088.2247454099904,xbmc/xbmc,24.28
fuzzard,developer,389.08589774225595|-576.2563378018973|1307.2223526642815,xbmc/xbmc,22.75
neo1973,developer,754.3951202448616|-378.4235364685734|1221.2223727728892,xbmc/xbmc,21.75
ksooo,developer,518.7451897325628|-494.5549251181891|1363.2736864228668,xbmc/xbmc,21.66
joseluismarti,developer,711.3601780510539|-758.8484832307961|951.6966451117862,xbmc/xbmc,20.32
CastagnaIT,developer,676.9746818346305|-924.1571104302291|1446.7427329402326,xbmc/xbmc,19.8
garbear,developer,475.2510878315834|-910.2233408899633|1433.324151980044,xbmc/xbmc,18.32
fritsch,developer,875.3013001475723|-906.0951597000562|1203.362775658207,xbmc/xbmc,16.28
kambala-decapitator,developer,882.9943552164605|-735.7272716598286|1425.7321134503263,xbmc/xbmc,14.6
sundermann,developer,801.9661395537282|-819.0371488617873|1304.1703668845175,xbmc/xbmc,12.25
rmrector,developer,830.4248033624062|-817.3622069509444|1389.5608687181357,xbmc/xbmc,9.72
emveepee,developer,862.3182903338145|-850.1344526033041|1361.4409548524281,xbmc/xbmc,9.65
popcornmix,developer,511.5370402949849|-892.9723136909785|1526.0675630683397,xbmc/xbmc,9.35
scott967,developer,466.8343191317329|-672.3440041171916|1493.012001508558,xbmc/xbmc,9.08
weblate,developer,814.7441871943952|-721.1880616726996|1151.4050679428344,xbmc/xbmc,7.63
howie-f,developer,940.4896251635981|-515.810318820787|1384.0655035054967,xbmc/xbmc,7.02
graysky2,developer,882.9483213190094|-636.822997125294|1540.0501168467567,xbmc/xbmc,6.99
bkuhls,developer,705.8785735963825|-671.577391027027|1231.3914423690958,xbmc/xbmc,6.81
stumpalump,developer,883.1077184007127|-608.8668619857731|1403.5009899360136,xbmc/xbmc,6.66
AlwinEsch,developer,888.7546035483888|-835.6970544926867|1135.8110047716898,xbmc/xbmc,6.39
afedchin,developer,405.59148690933756|-384.50257012862426|1281.4891937496398,xbmc/xbmc,6.2
pduveau,developer,559.731076174311|-698.8728377689636|1125.6621251918227,xbmc/xbmc,5.92
rainman74,developer,568.3542555170717|-583.9119208706667|1546.1112529715085,xbmc/xbmc,5.86
wsnipex,developer,575.2420716325589|-358.28320742473875|1070.7125495034988,xbmc/xbmc,5.74
dmahurin,developer,692.1197816234469|-839.8344737413589|1302.4229178363737,xbmc/xbmc,5.54
quietvoid,developer,764.5553640607914|-560.4098603799698|1268.0452063792136,xbmc/xbmc,5.47
